,prefix,Uniprot ID 1,Uniprot ID 2,Sequence Length 1,Sequence Length 2,PDB,Chain 1,Chain 2,N residue contacts (5Ang),PFAM domains 1,PFAM domains 2,Chain start 1,Chain end 1,Chain start 2,Chain end 2,Protein name 1,Gene name 1,Protein name 2,Gene name 2,Organism 1,Organism 2,Resolution (Ang),contains DNA,contains RNA,Org1,Org2,kingdom1,kingdom2
1460,allpdb1834,SYDND_PSEAE,GATB_PSEAE,591,481,4WJ3,M,K,28,PF00152;PF01336;PF02938,PF02637;PF02934,1,591,1,403,Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS),aspS PA0963,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-),gatB PA4484,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),3.71,N,Y,Pseudomonas aeruginosa,Pseudomonas aeruginosa,B,B
1461,allpdb1836,IL6RB_HUMAN,IL6RA_HUMAN,918,468,1P9M,A,C,36,PF00041;PF06328;PF09240,PF00047;PF09240,23,321,115,315,Interleukin-6 receptor subunit beta (IL-6 receptor subunit beta) (IL-6R subunit beta) (IL-6R-beta) (IL-6RB) (CDw130) (Interleukin-6 signal transducer) (Membrane glycoprotein 130) (gp130) (Oncostatin-M receptor subunit alpha) (CD antigen CD130),IL6ST,Interleukin-6 receptor subunit alpha (IL-6 receptor subunit alpha) (IL-6R subunit alpha) (IL-6R-alpha) (IL-6RA) (IL-6R 1) (Membrane glycoprotein 80) (gp80) (CD antigen CD126),IL6R,Homo sapiens (Human),Homo sapiens (Human),3.65,N,N,Homo sapiens,Homo sapiens,E,E
1462,allpdb1837,IL6RA_HUMAN,IL6_HUMAN,468,212,1P9M,C,B,39,PF00047;PF09240,PF00489,115,315,29,212,Interleukin-6 receptor subunit alpha (IL-6 receptor subunit alpha) (IL-6R subunit alpha) (IL-6R-alpha) (IL-6RA) (IL-6R 1) (Membrane glycoprotein 80) (gp80) (CD antigen CD126),IL6R,Interleukin-6 (IL-6) (B-cell stimulatory factor 2) (BSF-2) (CTL differentiation factor) (CDF) (Hybridoma growth factor) (Interferon beta-2) (IFN-beta-2),IL6 IFNB2,Homo sapiens (Human),Homo sapiens (Human),3.65,N,N,Homo sapiens,Homo sapiens,E,E
1463,allpdb1838,UCRIA_CHLRE,CYF_CHLRE,206,317,1Q90,R,A,36,PF00355;PF08802,PF01333;PF16639,31,206,32,317,"Cytochrome b6-f complex iron-sulfur subunit, chloroplastic (EC 1.10.9.1) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein) (Rieske iron-sulfur protein) (ISP) (RISP)",petC,Cytochrome f,petA,Chlamydomonas reinhardtii (Chlamydomonas smithii),Chlamydomonas reinhardtii (Chlamydomonas smithii),3.1,N,N,Chlamydomonas reinhardtii,Chlamydomonas reinhardtii,E,E
1464,allpdb1839,PETD_CHLRE,UCRIA_CHLRE,160,206,1Q90,D,C,40,PF00032,PF00355;PF08802,1,159,31,206,Cytochrome b6-f complex subunit 4 (17 kDa polypeptide),petD,"Cytochrome b6-f complex iron-sulfur subunit, chloroplastic (EC 1.10.9.1) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein) (Rieske iron-sulfur protein) (ISP) (RISP)",petC,Chlamydomonas reinhardtii (Chlamydomonas smithii),Chlamydomonas reinhardtii (Chlamydomonas smithii),3.1,N,N,Chlamydomonas reinhardtii,Chlamydomonas reinhardtii,E,E
1465,allpdb1841,NOTC1_HUMAN,SUH_HUMAN,2555,500,2F8X,K,C,76,PF00008;PF00066;PF06816;PF07645;PF07684;PF11936;PF12661;PF12796,PF09270;PF09271,1872,2126,22,449,Neurogenic locus notch homolog protein 1 (Notch 1) (hN1) (Translocation-associated notch protein TAN-1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)],NOTCH1 TAN1,Recombining binding protein suppressor of hairless (CBF-1) (J kappa-recombination signal-binding protein) (RBP-J kappa) (RBP-J) (RBP-JK) (Renal carcinoma antigen NY-REN-30),RBPJ IGKJRB IGKJRB1 RBPJK RBPSUH,Homo sapiens (Human),Homo sapiens (Human),3.25,Y,N,Homo sapiens,Homo sapiens,E,E
1466,allpdb1842,NOTC1_HUMAN,MAML1_HUMAN,2555,1016,2F8X,K,M,28,PF00008;PF00066;PF06816;PF07645;PF07684;PF11936;PF12661;PF12796,PF09596,1872,2126,13,74,Neurogenic locus notch homolog protein 1 (Notch 1) (hN1) (Translocation-associated notch protein TAN-1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)],NOTCH1 TAN1,Mastermind-like protein 1 (Mam-1),MAML1 KIAA0200,Homo sapiens (Human),Homo sapiens (Human),3.25,Y,N,Homo sapiens,Homo sapiens,E,E
1467,allpdb1843,SUH_HUMAN,MAML1_HUMAN,500,1016,2F8X,C,M,66,PF09270;PF09271,PF09596,22,449,13,74,Recombining binding protein suppressor of hairless (CBF-1) (J kappa-recombination signal-binding protein) (RBP-J kappa) (RBP-J) (RBP-JK) (Renal carcinoma antigen NY-REN-30),RBPJ IGKJRB IGKJRB1 RBPJK RBPSUH,Mastermind-like protein 1 (Mam-1),MAML1 KIAA0200,Homo sapiens (Human),Homo sapiens (Human),3.25,Y,N,Homo sapiens,Homo sapiens,E,E
1468,allpdb1847,CCON1_PSEST,CCOP1_PSEST,474,311,3MK7,G,I,166,PF00115,PF13442;PF14715,1,474,1,311,Cbb3-type cytochrome c oxidase subunit CcoN1 (EC 1.9.3.1) (Cytochrome CBB3 subunit CcoN1),ccoN1,Cbb3-type cytochrome c oxidase subunit CcoP1 (Cbb3-Cox subunit CcoP1) (C-type cytochrome CcoP1) (Cyt c(P1)) (Cytochrome c oxidase subunit III),ccoP1,Pseudomonas stutzeri (Pseudomonas perfectomarina),Pseudomonas stutzeri (Pseudomonas perfectomarina),3.2,N,N,Pseudomonas stutzeri,Pseudomonas stutzeri,B,B
1469,allpdb1848,CCON1_PSEST,D9IA44_PSEST,474,203,3MK7,D,E,256,PF00115,PF02433,1,474,1,203,Cbb3-type cytochrome c oxidase subunit CcoN1 (EC 1.9.3.1) (Cytochrome CBB3 subunit CcoN1),ccoN1,"Cbb3-type cytochrome c oxidase subunit II (Cytochrome c oxidase, cbb3-type, subunit O)",ccoO1 ccoO PSTAB_1740,Pseudomonas stutzeri (Pseudomonas perfectomarina),Pseudomonas stutzeri (Pseudomonas perfectomarina),3.2,N,N,Pseudomonas stutzeri,Pseudomonas stutzeri,B,B
1470,allpdb1849,D9IA44_PSEST,CCOP1_PSEST,203,311,3MK7,E,F,63,PF02433,PF13442;PF14715,1,203,1,311,"Cbb3-type cytochrome c oxidase subunit II (Cytochrome c oxidase, cbb3-type, subunit O)",ccoO1 ccoO PSTAB_1740,Cbb3-type cytochrome c oxidase subunit CcoP1 (Cbb3-Cox subunit CcoP1) (C-type cytochrome CcoP1) (Cyt c(P1)) (Cytochrome c oxidase subunit III),ccoP1,Pseudomonas stutzeri (Pseudomonas perfectomarina),Pseudomonas stutzeri (Pseudomonas perfectomarina),3.2,N,N,Pseudomonas stutzeri,Pseudomonas stutzeri,B,B
1471,allpdb1850,IL1R2_HUMAN,IL1AP_HUMAN,398,570,3O4O,C,B,30,PF00047,PF01582,14,343,21,350,"Interleukin-1 receptor type 2 (IL-1R-2) (IL-1RT-2) (IL-1RT2) (CD121 antigen-like family member B) (CDw121b) (IL-1 type II receptor) (Interleukin-1 receptor beta) (IL-1R-beta) (Interleukin-1 receptor type II) (CD antigen CD121b) [Cleaved into: Interleukin-1 receptor type 2, membrane form (mIL-1R2) (mIL-1RII); Interleukin-1 receptor type 2, soluble form (sIL-1R2) (sIL-1RII)]",IL1R2 IL1RB,Interleukin-1 receptor accessory protein (IL-1 receptor accessory protein) (IL-1RAcP) (Interleukin-1 receptor 3) (IL-1R-3) (IL-1R3),IL1RAP C3orf13 IL1R3,Homo sapiens (Human),Homo sapiens (Human),3.3,N,N,Homo sapiens,Homo sapiens,E,E
1472,allpdb1851,IL1R2_HUMAN,IL1B_HUMAN,398,269,3O4O,C,A,120,PF00047,PF00340;PF02394,14,343,117,269,"Interleukin-1 receptor type 2 (IL-1R-2) (IL-1RT-2) (IL-1RT2) (CD121 antigen-like family member B) (CDw121b) (IL-1 type II receptor) (Interleukin-1 receptor beta) (IL-1R-beta) (Interleukin-1 receptor type II) (CD antigen CD121b) [Cleaved into: Interleukin-1 receptor type 2, membrane form (mIL-1R2) (mIL-1RII); Interleukin-1 receptor type 2, soluble form (sIL-1R2) (sIL-1RII)]",IL1R2 IL1RB,Interleukin-1 beta (IL-1 beta) (Catabolin),IL1B IL1F2,Homo sapiens (Human),Homo sapiens (Human),3.3,N,N,Homo sapiens,Homo sapiens,E,E
1473,allpdb1852,IL1B_HUMAN,IL1AP_HUMAN,269,570,3O4O,A,B,44,PF00340;PF02394,PF01582,117,269,21,350,Interleukin-1 beta (IL-1 beta) (Catabolin),IL1B IL1F2,Interleukin-1 receptor accessory protein (IL-1 receptor accessory protein) (IL-1RAcP) (Interleukin-1 receptor 3) (IL-1R-3) (IL-1R3),IL1RAP C3orf13 IL1R3,Homo sapiens (Human),Homo sapiens (Human),3.3,N,N,Homo sapiens,Homo sapiens,E,E
1474,allpdb1853,DPA44_BPT4,DPA5_BPT4,319,228,3U60,C,G,44,PF00004,PF02916;PF09116,1,319,1,228,Sliding-clamp-loader gp44 subunit (Clamp loader large subunit) (Gene product 44) (gp44),44,DNA polymerase clamp (DNA polymerase accessory protein 45) (DNA polymerase sliding clamp) (Gp45),45,Enterobacteria phage T4 (Bacteriophage T4),Enterobacteria phage T4 (Bacteriophage T4),3.34,Y,N,Enterobacteria phage T4,Enterobacteria phage T4,V,V
1475,allpdb1854,DPA5_BPT4,DPA62_BPT4,228,187,3U60,F,A,44,PF02916;PF09116,PF16790,1,228,2,187,DNA polymerase clamp (DNA polymerase accessory protein 45) (DNA polymerase sliding clamp) (Gp45),45,Sliding-clamp-loader gp44 subunit (Clamp loader small subunit) (Gene product 62) (gp62),62,Enterobacteria phage T4 (Bacteriophage T4),Enterobacteria phage T4 (Bacteriophage T4),3.34,Y,N,Enterobacteria phage T4,Enterobacteria phage T4,V,V
1476,allpdb1855,DPA44_BPT4,DPA62_BPT4,319,187,3U60,E,A,89,PF00004,PF16790,1,319,2,187,Sliding-clamp-loader gp44 subunit (Clamp loader large subunit) (Gene product 44) (gp44),44,Sliding-clamp-loader gp44 subunit (Clamp loader small subunit) (Gene product 62) (gp62),62,Enterobacteria phage T4 (Bacteriophage T4),Enterobacteria phage T4 (Bacteriophage T4),3.34,Y,N,Enterobacteria phage T4,Enterobacteria phage T4,V,V
1477,allpdb1856,CCR4_YEAST,NOT1_YEAST,837,2108,4B8C,D,H,32,PF03372;PF13855,PF04054;PF12842;PF16415;PF16417;PF16418;PF16419,111,837,755,1000,Glucose-repressible alcohol dehydrogenase transcriptional effector (EC 3.1.13.4) (Carbon catabolite repressor protein 4) (Cytoplasmic deadenylase),CCR4 YAL021C FUN27,General negative regulator of transcription subunit 1 (Cell division cycle protein 39),CDC39 NOT1 ROS1 YCR093W YCR1151 YCR93W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),3.41,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1478,allpdb1857,CCR4_YEAST,POP2_YEAST,837,433,4B8C,D,A,87,PF03372;PF13855,PF04857,111,837,146,433,Glucose-repressible alcohol dehydrogenase transcriptional effector (EC 3.1.13.4) (Carbon catabolite repressor protein 4) (Cytoplasmic deadenylase),CCR4 YAL021C FUN27,Poly(A) ribonuclease POP2 (EC 3.1.13.4) (CCR4-associated factor 1),POP2 CAF1 YNR052C N3470,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),3.41,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1479,allpdb1858,NOT1_YEAST,POP2_YEAST,2108,433,4B8C,H,C,53,PF04054;PF12842;PF16415;PF16417;PF16418;PF16419,PF04857,755,1000,146,433,General negative regulator of transcription subunit 1 (Cell division cycle protein 39),CDC39 NOT1 ROS1 YCR093W YCR1151 YCR93W,Poly(A) ribonuclease POP2 (EC 3.1.13.4) (CCR4-associated factor 1),POP2 CAF1 YNR052C N3470,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),3.41,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1480,allpdb1859,GDF2_HUMAN,ACVL1_HUMAN,429,503,4FAO,b,d,43,PF00019;PF00688,PF07714;PF08515,320,429,22,118,Growth/differentiation factor 2 (GDF-2) (Bone morphogenetic protein 9) (BMP-9),GDF2 BMP9,Serine/threonine-protein kinase receptor R3 (SKR3) (EC 2.7.11.30) (Activin receptor-like kinase 1) (ALK-1) (TGF-B superfamily receptor type I) (TSR-I),ACVRL1 ACVRLK1 ALK1,Homo sapiens (Human),Homo sapiens (Human),3.36,N,N,Homo sapiens,Homo sapiens,E,E
1481,allpdb1860,AVR2B_HUMAN,ACVL1_HUMAN,512,503,4FAO,W,d,11,PF00069;PF01064,PF07714;PF08515,19,134,22,118,Activin receptor type-2B (EC 2.7.11.30) (Activin receptor type IIB) (ACTR-IIB),ACVR2B,Serine/threonine-protein kinase receptor R3 (SKR3) (EC 2.7.11.30) (Activin receptor-like kinase 1) (ALK-1) (TGF-B superfamily receptor type I) (TSR-I),ACVRL1 ACVRLK1 ALK1,Homo sapiens (Human),Homo sapiens (Human),3.36,N,N,Homo sapiens,Homo sapiens,E,E
1482,allpdb1861,GDF2_HUMAN,AVR2B_HUMAN,429,512,4FAO,M,Q,60,PF00019;PF00688,PF00069;PF01064,320,429,19,134,Growth/differentiation factor 2 (GDF-2) (Bone morphogenetic protein 9) (BMP-9),GDF2 BMP9,Activin receptor type-2B (EC 2.7.11.30) (Activin receptor type IIB) (ACTR-IIB),ACVR2B,Homo sapiens (Human),Homo sapiens (Human),3.36,N,N,Homo sapiens,Homo sapiens,E,E
1483,allpdb1862,RRP6_YEAST,RRP4_YEAST,733,359,4OO1,J,H,47,PF00570;PF01612;PF08066,PF14382;PF15985,129,685,1,359,Exosome complex exonuclease RRP6 (EC 3.1.13.-) (Ribosomal RNA-processing protein 6),RRP6 UNC733 YOR001W,Exosome complex component RRP4 (Ribosomal RNA-processing protein 4),RRP4 YHR069C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),3.3,N,Y,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1484,allpdb1863,RRP6_YEAST,RRP43_YEAST,733,394,4OO1,J,C,118,PF00570;PF01612;PF08066,PF01138,129,685,1,394,Exosome complex exonuclease RRP6 (EC 3.1.13.-) (Ribosomal RNA-processing protein 6),RRP6 UNC733 YOR001W,Exosome complex component RRP43 (Ribosomal RNA-processing protein 43),RRP43 YCR035C YCR35C YCR522,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),3.3,N,Y,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1485,allpdb1867,TGFB1_HUMAN,ITB6_HUMAN,390,788,5FFO,D,B,50,PF00019;PF00688,PF00362;PF07965;PF07974;PF08725;PF17205,34,390,128,378,Transforming growth factor beta-1 (TGF-beta-1) [Cleaved into: Latency-associated peptide (LAP)],TGFB1 TGFB,Integrin beta-6,ITGB6,Homo sapiens (Human),Homo sapiens (Human),3.49,N,N,Homo sapiens,Homo sapiens,E,E
1486,allpdb1868,TGFB1_HUMAN,ITAV_HUMAN,390,1048,5FFO,G,A,17,PF00019;PF00688,PF00357;PF01839;PF08441,34,390,31,627,Transforming growth factor beta-1 (TGF-beta-1) [Cleaved into: Latency-associated peptide (LAP)],TGFB1 TGFB,Integrin alpha-V (Vitronectin receptor) (Vitronectin receptor subunit alpha) (CD antigen CD51) [Cleaved into: Integrin alpha-V heavy chain; Integrin alpha-V light chain],ITGAV MSK8 VNRA VTNR,Homo sapiens (Human),Homo sapiens (Human),3.49,N,N,Homo sapiens,Homo sapiens,E,E
1487,allpdb1869,O49003_AVESA,CDC42_HUMAN,923,191,5HZK,D,A,33,PF00069;PF13426,PF00071,404,546,1,188,NPH1-1,NPH1-1,Cell division control protein 42 homolog (G25K GTP-binding protein),CDC42,Avena sativa (Oat),Homo sapiens (Human),3.3,N,N,Avena sativa,Homo sapiens,E,E
1488,allpdb1871,ITSN1_HUMAN,CDC42_HUMAN,1721,191,5HZK,D,C,77,PF00018;PF00168;PF00621;PF12763;PF14604;PF16652,PF00071,1230,1580,1,188,Intersectin-1 (SH3 domain-containing protein 1A) (SH3P17),ITSN1 ITSN SH3D1A,Cell division control protein 42 homolog (G25K GTP-binding protein),CDC42,Homo sapiens (Human),Homo sapiens (Human),3.3,N,N,Homo sapiens,Homo sapiens,E,E
1489,allpdb1872,RRN11_YEAST,RRN6_YEAST,507,894,5O7X,I,G,199,PF04090,PF10214,1,507,1,894,RNA polymerase I-specific transcription initiation factor RRN11,RRN11 YML043C YM9827.09C,RNA polymerase I-specific transcription initiation factor RRN6,RRN6 YBL014C YBL0311 YBL0312,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),3.2,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1490,allpdb1873,RRN11_YEAST,RRN7_YEAST,507,514,5O7X,F,E,91,PF04090,PF11781,1,507,1,514,RNA polymerase I-specific transcription initiation factor RRN11,RRN11 YML043C YM9827.09C,RNA polymerase I-specific transcription initiation factor RRN7,RRN7 YJL025W J1273,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),3.2,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1491,allpdb1874,RRN6_YEAST,RRN7_YEAST,894,514,5O7X,G,H,250,PF10214,PF11781,1,894,1,514,RNA polymerase I-specific transcription initiation factor RRN6,RRN6 YBL014C YBL0311 YBL0312,RNA polymerase I-specific transcription initiation factor RRN7,RRN7 YJL025W J1273,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),3.2,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1492,allpdb1875,P7_RDVO,P3_RDVA,506,1019,1UF2,K,A,44,PF07236,PF09231,1,506,1,1019,Protein P7 (55 kDa core protein),,Outer capsid protein P3 (Core protein P3),,Rice dwarf virus (isolate O) (RDV),Rice dwarf virus (isolate Akita) (RDV),3.5,N,N,Rice dwarf virus,Rice dwarf virus,V,V
1493,allpdb1876,P8_RDVO,P3_RDVA,420,1019,1UF2,H,B,51,PF07124,PF09231,1,420,1,1019,Outer capsid protein P8 (Structural protein P8) [Cleaved into: Outer capsid protein P8'; Small peptide 1 (Sp1)],,Outer capsid protein P3 (Core protein P3),,Rice dwarf virus (isolate O) (RDV),Rice dwarf virus (isolate Akita) (RDV),3.5,N,N,Rice dwarf virus,Rice dwarf virus,V,V
1494,allpdb1877,EXOS6_HUMAN,EXOS1_HUMAN,272,195,2NN6,F,I,51,PF01138,PF10447;PF14382,1,272,1,195,Exosome complex component MTR3 (Exosome component 6) (mRNA transport regulator 3 homolog) (hMtr3) (p11),EXOSC6 MTR3,Exosome complex component CSL4 (Exosome component 1),EXOSC1 CSL4 CGI-108,Homo sapiens (Human),Homo sapiens (Human),3.35,N,N,Homo sapiens,Homo sapiens,E,E
1495,allpdb1878,EXOS1_HUMAN,EXOS3_HUMAN,195,275,2NN6,I,G,37,PF10447;PF14382,PF15985,1,195,1,275,Exosome complex component CSL4 (Exosome component 1),EXOSC1 CSL4 CGI-108,Exosome complex component RRP40 (Exosome component 3) (Ribosomal RNA-processing protein 40) (p10),EXOSC3 RRP40 CGI-102,Homo sapiens (Human),Homo sapiens (Human),3.35,N,N,Homo sapiens,Homo sapiens,E,E
1496,allpdb1879,SECA_THEMA,A0A0F6AK20_THESQ,871,76,3DIN,A,E,26,PF00271;PF01043;PF07516;PF07517,PF03840,1,871,1,76,Protein translocase subunit SecA,secA TM_1578,"Preprotein translocase, SecG subunit",TRQ2_0456,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),Thermotoga sp. (strain RQ2),4.5,N,N,Thermotoga maritima,Thermotoga sp.,B,B
1497,allpdb1880,SECA_THEMA,SECY_THEMA,871,431,3DIN,A,C,177,PF00271;PF01043;PF07516;PF07517,PF00344,1,871,1,431,Protein translocase subunit SecA,secA TM_1578,Protein translocase subunit SecY,secY TM_1480,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),4.5,N,N,Thermotoga maritima,Thermotoga maritima,B,B
1498,allpdb1881,STX1A_RAT,SNP25_RAT,288,206,3HD7,F,G,92,PF00804;PF05739,PF00835,183,288,7,204,Syntaxin-1A (Neuron-specific antigen HPC-1) (Synaptotagmin-associated 35 kDa protein) (P35A),Stx1a Sap,Synaptosomal-associated protein 25 (SNAP-25) (Super protein) (SUP) (Synaptosomal-associated 25 kDa protein),Snap25 Snap,Rattus norvegicus (Rat),Rattus norvegicus (Rat),3.4,N,N,Rattus norvegicus,Rattus norvegicus,E,E
1499,allpdb1882,STX1A_RAT,VAMP2_RAT,288,116,3HD7,F,E,115,PF00804;PF05739,PF00957,183,288,30,116,Syntaxin-1A (Neuron-specific antigen HPC-1) (Synaptotagmin-associated 35 kDa protein) (P35A),Stx1a Sap,Vesicle-associated membrane protein 2 (VAMP-2) (Synaptobrevin-2),Vamp2 Syb2,Rattus norvegicus (Rat),Rattus norvegicus (Rat),3.4,N,N,Rattus norvegicus,Rattus norvegicus,E,E
1500,allpdb1883,NU145_YEAST,NUP84_YEAST,1317,726,3IKO,H,I,149,PF04096;PF12110;PF13634,PF04121,731,1158,1,460,Nucleoporin NUP145 (EC 3.4.21.-) (Nuclear pore protein NUP145) [Cleaved into: Nucleoporin NUP145N (N-NUP145); Nucleoporin NUP145C (C-NUP145)],NUP145 RAT10 YGL092W,Nucleoporin NUP84 (Nuclear pore protein NUP84),NUP84 YDL116W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),3.2,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
1501,allpdb1885,IF2G_SULSO,IF2A_SULSO,415,266,3V11,A,B,68,PF00009;PF03144;PF09173,PF00575;PF07541,2,415,1,266,Translation initiation factor 2 subunit gamma (aIF2-gamma) (eIF-2-gamma),eif2g SSO0412,Translation initiation factor 2 subunit alpha (aIF2-alpha) (eIF-2-alpha),eif2a aif2a SSO1050,Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2),Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2),5,N,Y,Sulfolobus solfataricus,Sulfolobus solfataricus,A,A
1502,allpdb1886,IF2G_SULSO,IF2B_SULSO,415,139,3V11,A,C,45,PF00009;PF03144;PF09173,PF01873,2,415,2,139,Translation initiation factor 2 subunit gamma (aIF2-gamma) (eIF-2-gamma),eif2g SSO0412,Translation initiation factor 2 subunit beta (aIF2-beta) (eIF-2-beta),eif2b aif2b SSO2381,Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2),Sulfolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2),5,N,Y,Sulfolobus solfataricus,Sulfolobus solfataricus,A,A
1503,allpdb1887,IL18R_HUMAN,I18RA_HUMAN,541,599,3WO4,B,C,46,PF01582,PF01582;PF13895,20,329,15,356,Interleukin-18 receptor 1 (IL-18R-1) (IL-18R1) (CD218 antigen-like family member A) (CDw218a) (IL1 receptor-related protein) (IL-1Rrp) (IL1R-rp) (CD antigen CD218a),IL18R1 IL1RRP,Interleukin-18 receptor accessory protein (IL-18 receptor accessory protein) (IL-18RAcP) (Accessory protein-like) (AcPL) (CD218 antigen-like family member B) (CDw218b) (IL-1R accessory protein-like) (IL-1RAcPL) (Interleukin-1 receptor 7) (IL-1R-7) (IL-1R7) (Interleukin-18 receptor accessory protein-like) (Interleukin-18 receptor beta) (IL-18R-beta) (IL-18Rbeta) (CD antigen CD218b),IL18RAP IL1R7,Homo sapiens (Human),Homo sapiens (Human),3.1,N,N,Homo sapiens,Homo sapiens,E,E
1504,allpdb1888,IL18_HUMAN,I18RA_HUMAN,193,599,3WO4,A,C,26,PF00340,PF01582;PF13895,37,193,15,356,Interleukin-18 (IL-18) (Iboctadekin) (Interferon gamma-inducing factor) (IFN-gamma-inducing factor) (Interleukin-1 gamma) (IL-1 gamma),IL18 IGIF IL1F4,Interleukin-18 receptor accessory protein (IL-18 receptor accessory protein) (IL-18RAcP) (Accessory protein-like) (AcPL) (CD218 antigen-like family member B) (CDw218b) (IL-1R accessory protein-like) (IL-1RAcPL) (Interleukin-1 receptor 7) (IL-1R-7) (IL-1R7) (Interleukin-18 receptor accessory protein-like) (Interleukin-18 receptor beta) (IL-18R-beta) (IL-18Rbeta) (CD antigen CD218b),IL18RAP IL1R7,Homo sapiens (Human),Homo sapiens (Human),3.1,N,N,Homo sapiens,Homo sapiens,E,E
1505,allpdb1891,FANCM_HUMAN,RMI1_HUMAN,2048,625,4DAY,C,A,33,PF00271;PF02732;PF04851;PF16783,PF08585;PF16099,1218,1251,473,625,Fanconi anemia group M protein (Protein FACM) (EC 3.6.4.13) (ATP-dependent RNA helicase FANCM) (Fanconi anemia-associated polypeptide of 250 kDa) (FAAP250) (Protein Hef ortholog),FANCM KIAA1596,RecQ-mediated genome instability protein 1 (BLM-associated protein of 75 kDa) (BLAP75) (FAAP75),RMI1 C9orf76,Homo sapiens (Human),Homo sapiens (Human),3.3,N,N,Homo sapiens,Homo sapiens,E,E
1506,allpdb1893,PRP21_YEAST,PRP9_YEAST,280,530,4DGW,B,A,138,PF01805;PF12230,PF11931;PF12171;PF16837;PF16958,87,237,1,389,Pre-mRNA-splicing factor PRP21,PRP21 SPP91 YJL203W J0322,Pre-mRNA-splicing factor PRP9,PRP9 YDL030W D2773,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),3.11,N,N,Saccharomyces cerevisiae,Saccharomyces cerevisiae,E,E
